165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165038, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
165039, 0.00, 0.00, 0.00, 0.00,
